time_period_start,price_open,price_high,price_low,price_close,volume_traded
2024-03-25T00:00:00.0000000Z,67212.69,71269.92,66381.84,69890.28,22214.45267626
2024-03-24T00:00:00.0000000Z,63998.89,67637.6,63785.57,67204.93,6533.7223435
2024-03-23T00:00:00.0000000Z,63814.56,66029.09,63013.19,63998.86,7372.02100859
2024-03-22T00:00:00.0000000Z,65478.98,66651.1,62258.36,63814.56,17787.15268062
2024-03-21T00:00:00.0000000Z,67855.88,68234.56,64525.0,65484.7,14036.99860458
2024-03-20T00:00:00.0000000Z,61902.57,68150.0,60771.14,67858.8,38568.80135257
2024-03-19T00:00:00.0000000Z,67609.37,68136.39,61506.0,61906.27,40052.0996184
2024-03-18T00:00:00.0000000Z,68354.29,68933.71,66562.65,67613.04,20033.91276474
2024-03-17T00:00:00.0000000Z,65254.22,68877.82,64505.0,68343.64,12631.85084112
2024-03-16T00:00:00.0000000Z,69514.87,70050.0,64774.05,65254.22,16529.33581832
2024-03-15T00:00:00.0000000Z,71364.58,72414.96,65565.7,69506.88,40174.12999512
2024-03-14T00:00:00.0000000Z,73135.04,73835.57,68454.47,71364.58,34224.05273958
2024-03-13T00:00:00.0000000Z,71473.43,73709.99,71337.3,73135.04,16906.12555345
2024-03-12T00:00:00.0000000Z,72110.97,73027.63,68603.0,71475.93,16126.77493912
2024-03-11T00:00:00.0000000Z,69032.8,72943.98,67112.21,72101.66,14849.78482268
2024-03-10T00:00:00.0000000Z,68480.01,69999.0,68221.13,69032.12,8040.36887071
2024-03-09T00:00:00.0000000Z,68289.16,68700.41,68047.62,68480.0,7486.40324979
2024-03-08T00:00:00.0000000Z,66938.21,70199.0,66197.54,68289.16,28948.90382048
2024-03-07T00:00:00.0000000Z,66115.48,68098.09,65673.15,66938.21,12529.71877059
2024-03-06T00:00:00.0000000Z,63802.15,67651.02,62832.39,66122.28,15499.59014903
2024-03-05T00:00:00.0000000Z,68356.7,69324.58,59236.0,63800.78,37329.6698984
2024-03-04T00:00:00.0000000Z,63155.74,68602.98,62714.16,68360.14,29047.25801159
2024-03-03T00:00:00.0000000Z,62045.77,63259.99,61388.0,63154.49,6763.47782642
2024-03-02T00:00:00.0000000Z,62439.74,62500.0,61623.39,62045.78,6677.99195046999
2024-03-01T00:00:00.0000000Z,61179.03,63267.18,60788.33,62436.72,24661.06365492
2024-02-29T00:00:00.0000000Z,62520.07,63675.48,60355.61,61179.03,36678.2877493099
2024-02-28T00:00:00.0000000Z,57077.08,64100.0,56723.48,62518.9,44912.52301192
2024-02-27T00:00:00.0000000Z,54530.32,57646.81,54490.8,57077.07,28456.76563291
2024-02-26T00:00:00.0000000Z,51730.96,54980.0,50901.23,54533.48,22421.13729741
2024-02-25T00:00:00.0000000Z,51568.63,51967.82,51275.01,51731.0,3617.40106809
2024-02-24T00:00:00.0000000Z,50746.98,51696.19,50576.55,51570.65,3448.96576791
2024-02-23T00:00:00.0000000Z,51260.29,51512.68,50513.01,50747.05,10090.75363793
2024-02-22T00:00:00.0000000Z,51851.46,52076.0,50905.65,51258.7,13104.50774893
2024-02-21T00:00:00.0000000Z,52277.53,52394.91,50628.6,51851.67,13705.44668839
2024-02-20T00:00:00.0000000Z,51787.05,53000.0,50764.01,52277.52,15817.68119475
2024-02-19T00:00:00.0000000Z,52153.63,52501.01,51687.98,51787.05,6008.86451962001
2024-02-18T00:00:00.0000000Z,51666.23,52400.0,51174.38,52153.63,3997.17143898
2024-02-17T00:00:00.0000000Z,52165.44,52214.05,50642.36,51666.22,5375.1248122
2024-02-16T00:00:00.0000000Z,51935.23,52608.2,51597.87,52162.64,13816.27351282
2024-02-15T00:00:00.0000000Z,51858.51,52890.0,51353.49,51934.29,18463.3965422
2024-02-14T00:00:00.0000000Z,49724.55,52111.0,49253.92,51858.59,20217.66397025
