time_period_start,price_open,price_high,price_low,price_close,volume_traded
2024-03-01T00:00:00.0000000Z,0.5873,0.604,0.5831,0.6017,77962634.177548
2024-02-29T00:00:00.0000000Z,0.5757,0.6262,0.568,0.5872,168195324.194448
2024-02-28T00:00:00.0000000Z,0.5865,0.6069,0.528,0.5758,139727771.813743
2024-02-27T00:00:00.0000000Z,0.551,0.5975,0.548,0.5865,120123193.180923
2024-02-26T00:00:00.0000000Z,0.5427,0.5532,0.5287,0.551,51086065.254323
2024-02-25T00:00:00.0000000Z,0.5449,0.5488,0.5415,0.5426,21254561.47537
2024-02-24T00:00:00.0000000Z,0.534,0.5479,0.5313,0.545,25378213.038268
2024-02-23T00:00:00.0000000Z,0.5409,0.5434,0.5253,0.5341,42697832.647469
2024-02-22T00:00:00.0000000Z,0.5491,0.5516,0.5362,0.5408,49356670.8057019
2024-02-21T00:00:00.0000000Z,0.5624,0.5631,0.5329,0.5492,54783542.0419148
2024-02-20T00:00:00.0000000Z,0.5628,0.5752,0.5451,0.5624,82611284.0241219
2024-02-19T00:00:00.0000000Z,0.5572,0.5681,0.5536,0.5629,44915992.269633
2024-02-18T00:00:00.0000000Z,0.5498,0.5627,0.5472,0.5574,27315162.905616
2024-02-17T00:00:00.0000000Z,0.5644,0.5659,0.5395,0.5498,38012843.661187
2024-02-16T00:00:00.0000000Z,0.5628,0.5796,0.5527,0.5647,72898636.6114001
2024-02-15T00:00:00.0000000Z,0.5384,0.5794,0.5376,0.5627,95392800.9940638
2024-02-14T00:00:00.0000000Z,0.5248,0.5424,0.5206,0.5384,48959178.9744571
